Index,Distances
"[  479 58077 68916  2263 59137 45747 56966 43869 45707 68167 37711 46485
 35143 53453  1581 45809 44497 29398  7766 59104  9871 69581 15482 23563
 21647 16793 43889 43883 18895 28983 35805 18827 15297 25413 42055 14447
 59054 31587 32653  3655 28031 46681 27671 68393 43298 59914 68411 15075
 69579 48213 58729 23046  7501  5097 41225 67674 68154 59715 46523 66714
 53586 54343 58620 32665  6148 20439 68777 53365 50213 45843 58149 16732
 18977 58785 15281 39143 12503 69429 26156 51837 30258  9006 47027 58707
 42588 44282 65766 69558 28303 32042  2275 59100 44575 56528 58664 15535
 67458 58288 30673 54107]","[   0.     1033.662  1104.1631 1107.5446 1170.9894 1190.9261 1200.9513
 1250.5183 1256.0334 1257.144  1258.0636 1278.4619 1279.6211 1279.8187
 1285.6737 1286.2931 1293.4868 1301.8479 1315.2726 1326.6638 1333.6334
 1339.0736 1339.6925 1339.7279 1340.5256 1345.3699 1350.0155 1354.8937
 1355.0535 1355.158  1356.4048 1361.8671 1364.9198 1365.9297 1367.8442
 1372.9974 1374.3566 1379.685  1379.7073 1379.9888 1380.7458 1384.3702
 1385.7349 1390.3895 1398.5475 1399.8236 1400.2975 1401.1128 1401.2651
 1404.5227 1406.2714 1407.6388 1410.3535 1417.0177 1417.9647 1422.858
 1425.7678 1427.4607 1428.4054 1432.6821 1433.8839 1434.0579 1436.6913
 1437.0316 1438.4923 1443.2394 1444.1025 1447.1165 1447.7583 1449.3077
 1449.8165 1450.5754 1450.7399 1451.9766 1459.6099 1460.4678 1460.4875
 1461.0055 1461.6532 1469.5992 1473.0658 1476.9607 1478.526  1479.8926
 1480.0753 1482.39   1482.9592 1487.0175 1487.6024 1487.9785 1489.794
 1491.9276 1493.5809 1495.2194 1496.4464 1496.9565 1497.1216 1497.5751
 1497.7319 1497.974 ]"
"[  480  7068 36896 26793 49360 65682 50398 26803 26771 10652 26823 43144
 42110  1834  5742  9589 23200 15800 56339 18696 14316 39280 38250 19020
 34148 18083 40290  5453 26695 30858 13058 34400 26857 33815  5060 41754
 30514 27422 69132 28161 36086 61376  7872 52746 62349  9587 60351  1556
 27952 35114 18481 17522 26404 56748 29100 47944 26727 60162  8938 10499
  1298 12714  1847 42372 40546 28924 45534 37472 28175 18457  2193 18157
 13960 50954  9328  4621 61370 44180 48850 11325 10954 17716 28259 56368
  7024 53024 19551 44802 27764 28994  9565 18417 68689 53998 38546 44292
  1780 37119 18399 43308]","[   0.     1000.177  1143.2996 1267.6312 1286.3845 1311.4828 1316.4065
 1361.8674 1381.2556 1402.0756 1432.5513 1443.6571 1445.6642 1447.1465
 1469.5554 1476.5924 1486.105  1490.0543 1499.958  1509.0862 1510.3755
 1532.3472 1541.0938 1551.3698 1582.3608 1585.1442 1586.4268 1588.4669
 1597.7522 1607.1973 1612.0059 1612.1777 1615.0607 1616.5293 1621.7096
 1621.8868 1625.9652 1626.5543 1630.5852 1632.8916 1645.6552 1646.7225
 1646.9092 1653.8806 1654.7401 1656.1018 1656.2871 1658.6395 1664.8406
 1667.5872 1668.4478 1669.493  1674.3297 1674.6735 1676.1411 1676.1709
 1679.5428 1680.6984 1681.9592 1688.732  1689.6382 1690.3292 1694.2223
 1694.6837 1695.4716 1696.4888 1697.7863 1700.5214 1701.9877 1702.7188
 1702.9647 1704.1355 1708.6685 1708.6898 1712.8739 1713.8008 1714.3304
 1714.8091 1715.0907 1719.0105 1719.1553 1720.0364 1720.4125 1720.4203
 1720.9257 1722.5984 1723.2495 1724.3573 1725.3811 1727.08   1727.5066
 1728.7493 1730.781  1731.2366 1733.6906 1733.9418 1734.791  1735.0997
 1735.6449 1735.7424]"
"[  481 67488 67456 59951 68193  7723 22403  4423  7817 45815 57704 45507
 66552  8235 45485 18877 69928 35335   937 25279  4055  3439 17613 16765
 43571  7703  7637    89 47379  8179 11986   531  4075 53905 59232 35227
  3037 34735 58279 20293 13987 45429  4197 37104 19033 31317 65792 53149
 16913 58289 10693 15617 54852 34035 56011 60420 41825 13901 66273   127
 40493  8317  7749 59933 38601  4331  2799 69012  7343 64813 40225 61279
 32139  1163 59261 45729 17215 54374 69861 51823 34991 66660 53157 15405
 51637 68886 20183  1073 68961 29191  4379 58300 34895 68235  3903   655
  8207 59943 67408 66723]","[   0.     1104.6353 1209.1729 1214.0227 1221.8064 1241.419  1243.0363
 1246.26   1276.5273 1283.6978 1286.4828 1294.6088 1299.7546 1300.8297
 1313.8204 1324.0498 1326.6981 1331.5112 1333.4222 1344.5493 1347.8512
 1359.5911 1367.9824 1374.8862 1377.9384 1380.2101 1381.573  1388.6343
 1389.0817 1396.163  1410.294  1411.5481 1413.8822 1416.9347 1420.3873
 1428.14   1435.8196 1437.3607 1437.6279 1443.029  1448.1437 1449.7706
 1465.257  1465.9424 1466.4352 1470.4509 1473.1483 1473.2806 1480.631
 1481.6427 1484.187  1487.9603 1490.3379 1496.4675 1496.7495 1498.298
 1499.072  1505.4238 1506.0133 1506.0518 1507.0093 1508.774  1510.6385
 1511.235  1512.286  1515.7853 1518.2365 1522.107  1523.1875 1523.9137
 1524.3408 1529.1494 1531.2025 1531.8717 1535.3762 1539.3801 1540.1669
 1543.989  1544.1619 1544.4691 1544.7123 1545.5656 1547.7128 1548.5884
 1551.7103 1552.4558 1553.1082 1554.6248 1555.9675 1556.0996 1557.4457
 1559.2146 1564.1688 1565.4491 1566.8292 1566.8593 1567.1624 1568.4104
 1569.542  1572.7396]"
"[  482 32848 40781 40608  6765 33891  3265 24054  8111 56996 29752 43185
  7702 66411 52180 20188 52230  6661 36196  2514 27460 55849 11102 66996
 33944 64299 52795 69165 65322 49747 56319 23748   362 32963  6542 15420
 39598 13797 69153 17720 25739 43550 62447 56442 56376 52060  6679 24169
 67682 27710 60118 17921  6589  2099 27588  3084  7252 23307 30334 54251
 25625  6922 43966 25990 53449  2438 45574 27605  3678 32661 30834 42458
 57082 53950 58650 53317 38777 48171 24920  5404  1736 25872 12884 44985
 42770 55224 35444 53439 30562 43896  6741 58684  7310 31358 32029 40065
 56784 21119 44592 47865]","[   0.      854.0983 1003.7161 1057.3656 1068.6556 1074.7986 1087.0952
 1093.2324 1098.4503 1129.1249 1129.5778 1134.4558 1136.4617 1145.4907
 1148.9194 1153.7231 1155.0719 1164.0339 1172.0768 1172.4398 1181.422
 1185.4413 1188.7611 1191.5897 1192.7334 1193.3164 1193.8958 1196.2784
 1205.1307 1209.1534 1214.9794 1215.3641 1220.173  1222.8528 1224.4215
 1226.6589 1228.1302 1235.1276 1235.2202 1242.4089 1246.745  1247.7247
 1251.1798 1258.4033 1259.1692 1259.9489 1260.2195 1262.3707 1265.0269
 1267.8497 1273.1202 1276.3541 1276.6655 1278.3568 1278.8287 1278.8315
 1280.4081 1281.2549 1283.7095 1285.4972 1285.5034 1285.5509 1287.4386
 1287.8109 1288.2491 1289.166  1289.639  1292.4802 1292.6333 1292.896
 1293.9502 1295.7311 1295.7809 1296.0914 1297.3882 1298.0093 1298.2146
 1300.9401 1304.9192 1305.1781 1305.5248 1307.3129 1307.7511 1308.6172
 1309.4075 1310.2141 1313.2285 1314.8179 1314.8639 1317.4218 1317.9883
 1318.0356 1319.0713 1319.6647 1321.2789 1321.624  1323.9279 1324.39
 1324.6754 1325.5968]"
"[  483 36531 12453 20549   467 62193 50046 24260 13333 57178 63441 17776
 64099 36365  2576 27220 13638 12253  3640  8576 23352  9908 44434 17370
 20417 11180 16004 44257 64142  1589 59617 18006 29963   567 36385 51358
 19183 24583 12363 57540 38557 24503 56992 62044 33395 31477 63525 69652
  2381 19187 14954 12395 69608  3916  3951 59953 46351 33384 30153 45081
 15086 69628 63799 17163 66662 20226  6140 59915  9162 46429 24545  5251
  3059 35351 12439 14395 37279 38972 59925 17205 67041 59348 53579 34560
 12067 41493 60880  5347 40679 32542 36443 44059 40060 20579 42763 59938
 68008 62314 55446 11076]","[   0.     1263.4908 1289.4161 1309.897  1417.0459 1418.2104 1451.9703
 1488.7861 1504.7202 1545.8555 1561.0416 1564.6948 1565.2303 1570.5919
 1575.0067 1580.7543 1580.9052 1602.5604 1603.0936 1604.368  1613.52
 1626.107  1641.7435 1643.57   1649.3259 1663.6655 1665.5942 1679.8533
 1693.9758 1703.5214 1710.4698 1717.4446 1723.696  1726.3884 1731.3983
 1744.7495 1745.2556 1748.1757 1771.9348 1773.6031 1775.1836 1777.5857
 1784.1598 1784.1981 1784.9816 1785.8147 1785.8281 1786.4658 1786.549
 1787.3824 1790.9822 1791.3389 1794.4044 1794.6226 1796.3468 1799.8939
 1801.7441 1802.8353 1803.4797 1804.1859 1807.5066 1807.7085 1812.5546
 1814.6149 1824.9987 1825.3416 1825.647  1826.9943 1826.9965 1827.6958
 1828.9521 1836.0688 1836.3483 1838.6658 1839.3738 1840.9956 1842.9902
 1846.8077 1847.2639 1848.689  1849.5826 1853.9445 1854.9202 1856.7028
 1868.3201 1870.8027 1872.6665 1873.251  1873.7104 1877.3811 1880.4565
 1883.6743 1884.6896 1887.4772 1888.7166 1890.8622 1892.3206 1892.8141
 1894.4187 1894.757 ]"
"[  484 42463 52382  8051 26182 40973 48456 38928 52368  2716  5520 29040
 57849 52042 18664 36738 33628 41474 57614 49899 35558 33176 49943 39646
 49680 28656 49941 12664 40983 30368 25940 54614 23030   398 29068 21972
  9480 65880 66891 42401 32677 33190 64010 32554 28038 55371 47773  1238
 69336 22926 35212 18321 33166 62444 62541 24808 15722 34241 38264 16348
  2630  7116 62315 31278 25842 64264 44705 60783 24126 34008 27284  5882
  4750 64179 11200 61137 57968 55502 39328 60948  7896 61728  6678 21942
 54239 60239 11268 44108 31870 49538 38226 52254 48464  6366  2708 44628
 35698 45782  8222 30194]","[  0.      382.17798 404.63812 406.4677  408.30136 416.72534 417.62424
 421.55545 431.5843  432.63843 436.1055  445.11572 450.87137 463.72623
 468.09933 472.79065 472.84354 478.858   486.99075 488.909   490.6832
 499.59384 500.42282 501.5207  502.75443 506.44843 507.64655 509.7215
 516.6604  518.1004  523.00574 526.0171  526.4048  526.5558  530.1726
 531.2786  531.5581  532.28186 534.2125  534.40717 536.4196  538.4589
 538.5824  542.8149  545.20544 549.86725 550.79126 552.5305  553.85736
 555.38904 556.25806 558.2105  558.90607 560.8351  562.7726  562.8899
 563.2788  564.1773  564.21185 565.0911  565.97174 567.5245  567.9252
 568.71344 573.32886 575.5623  576.      576.9757  577.3266  577.3283
 578.1842  578.1937  580.4834  580.5506  580.8261  581.54364 582.1718
 582.34784 582.87994 583.65656 585.59283 585.68506 586.2696  587.4615
 589.1273  589.961   590.2635  591.27997 591.7592  593.72046 593.803
 595.02185 595.18567 595.624   595.7852  596.5819  596.6423  597.85614
 598.62177 598.9875 ]"
"[  485 68932 59086 68249 30523 29921 35629 59049 54889 60260 59057 44173
 44427  4305 13341 31034 44289 66492 16893 16115 69042  4357 22745 53115
 29729 59989 69187 69237  9811 29229  5119 31399 13849 57179 51670 21249
 57189 29139 59916 14873 57121   503 68927 53913  9861 29753 29745 35577
 58334 16101 51891 21183  7799  5183   615 67234 68223 30013 58293 54047
 57611 66493 31959  4391 65633 69243  1593  6457 34779 14987 17675 65226
 24359 29965 11351 17197 35521 59593 31053 47085  1439 66435 15129 23729
 66442  9117 51715  5917 69563 23368 46299 53061   923 36445 59999 63007
 11529 52689 58283 66485]","[   0.     1535.0023 1546.8448 1550.0862 1561.9661 1577.0012 1593.558
 1612.1886 1614.3562 1622.2177 1628.222  1629.1105 1641.7333 1646.7404
 1653.6315 1656.4888 1663.414  1669.6523 1669.858  1670.4838 1670.544
 1671.4912 1673.1013 1676.3943 1676.8911 1678.8856 1687.4899 1700.8439
 1701.0417 1706.8667 1716.6251 1718.227  1719.6259 1720.125  1721.163
 1722.2372 1723.6644 1723.883  1724.071  1725.8743 1728.5028 1729.6101
 1730.168  1732.6803 1733.403  1734.902  1737.194  1737.6001 1744.2041
 1746.1919 1747.5426 1748.0999 1749.8849 1750.7288 1751.0885 1752.3217
 1752.4668 1756.2415 1756.5922 1764.4832 1765.0034 1765.42   1767.7783
 1773.282  1773.3896 1774.191  1778.2509 1778.8069 1779.6865 1780.4637
 1780.9958 1782.4646 1786.0974 1787.0065 1788.1798 1788.9844 1790.4558
 1791.201  1792.9071 1793.8121 1793.8896 1795.07   1796.7823 1798.287
 1800.6002 1802.799  1803.7456 1804.2891 1807.7856 1808.4515 1809.7393
 1810.3793 1811.066  1811.9249 1812.2734 1814.5925 1814.9198 1816.2445
 1817.2894 1818.4142]"
"[  486 57864 16584 24248 20096 61298 61278 28796 54706 55378 13218  5186
 51142 26130 31254 48667 34259 18812 30824 30070 22894 29458  3404 41978
 52790 28752  9400 61926 43070 60382 55035  6182 29504 40830 42445 14166
 19474 51116 62031 13298 62300 21026  9592 31098 18522 26165 44020 59416
 33054 46306 26306 33500   136 56761 45273 39884   298 28224 13736 51474
  8672 47618 56475 11010 44477  2207 47684 12506 64162 67656 36899 42476
 14030  2228 69390 60032 22374 55960 42423 62663 48761 37362 42898 60595
 56741 41776 60637 69380 45171 36206 20344 48628  8882 61489 34427 23357
 34026 41902 44138 30423]","[   0.     1274.3661 1296.2032 1426.8325 1464.0663 1465.5859 1498.2743
 1499.1654 1500.6289 1535.9772 1539.4924 1542.4143 1554.6161 1554.8906
 1560.1003 1560.968  1572.876  1581.505  1581.7876 1582.9554 1583.8491
 1585.2485 1585.4791 1593.5997 1593.8965 1594.023  1599.7897 1610.6805
 1613.2523 1617.6681 1632.3293 1634.3754 1635.6207 1636.5497 1640.0314
 1649.8185 1652.8796 1655.3906 1655.7554 1659.5222 1663.0039 1664.3617
 1665.587  1670.4924 1670.8291 1671.371  1671.785  1671.936  1672.0969
 1674.269  1674.9238 1677.3977 1677.8829 1678.1803 1679.1471 1683.3695
 1683.5148 1684.8246 1685.9197 1686.3695 1686.7308 1696.2108 1698.2665
 1704.348  1704.5392 1706.7214 1713.3792 1715.1237 1715.1428 1715.3134
 1716.0458 1717.0305 1719.6261 1719.7546 1721.6797 1722.4866 1726.257
 1727.5946 1727.7491 1729.8821 1730.9125 1730.9509 1732.9065 1733.3623
 1733.6052 1734.2108 1734.4719 1736.7205 1738.7849 1739.4048 1741.4463
 1742.2122 1743.4727 1744.8656 1748.451  1749.6746 1750.2285 1753.5045
 1754.5105 1755.9089]"
"[  487 49599   501   583 41329 12431 13361 49495 41483 49511   529  7287
  1455 48927 32247 53951  1569  1036 19007 22316 31100 49565  8301  9927
 45415 23723  7173   595 48344 37873  1459 44323  8321 15369  8287  1610
 57751 41549 41433 69788  1465 23575 13311 69781 34951 22613   601 41379
 41369 18051 54957 20871 49653 52127 24194 44117  4945   641 19045 58366
 44405 35125 22895  2559 33999 69216  8415  7769 23617  7229 44283 12126
   631 32289  7233  2371 33995 22485  1057  5233 13905   599 44367 60670
 29867  5454 58129 52117 49039 69733 46327 32239 41677 30155 12373 38711
 65048 21551    29 34161]","[   0.       928.2834   955.8122  1011.64075 1040.7815  1054.9952
 1101.405   1108.5319  1121.8645  1128.0212  1132.9978  1148.8112
 1163.6542  1192.9229  1216.5743  1222.7792  1235.5703  1270.8772
 1277.4905  1279.8223  1282.367   1286.6678  1297.2294  1312.506
 1314.4957  1314.4995  1333.729   1335.8529  1335.8967  1346.0538
 1352.5472  1354.8627  1363.1008  1363.3914  1363.8075  1368.0519
 1370.3792  1377.7881  1379.729   1381.2179  1381.7351  1382.6511
 1384.9083  1388.5488  1388.942   1394.7236  1398.9792  1399.6575
 1400.3578  1401.0807  1410.1025  1414.5034  1418.3279  1419.5312
 1420.9437  1421.2787  1426.9341  1427.8733  1431.1813  1431.3636
 1432.6458  1433.7434  1434.0383  1436.2577  1439.2126  1440.2566
 1440.6915  1442.5623  1443.1514  1449.5371  1450.3065  1451.2925
 1453.1807  1453.8215  1459.3635  1462.5112  1465.9008  1466.7216
 1468.5847  1468.7062  1469.6674  1471.0829  1473.1497  1474.4501
 1477.13    1479.4039  1484.1051  1488.874   1492.3351  1493.8986
 1494.634   1495.7383  1498.0577  1498.631   1499.9636  1501.0516
 1502.2177  1502.851   1503.6844  1504.4637 ]"
"[  488 56746 42904 25908 45324  2496 27090 17408 47432 56526 35578 28644
 30150 62062  3908 57881 16590 36504 51538 12762 42942 61977 57158  1892
 13290 62766  5804 26382 49448 34012 65581 57971 62738 42396 63270 42972
 53336  8074  5222 17796 60022  1504 26938 51446 12636 60100 27355 64203
 44250 24750 12980 38820 32736 17998 14416 37804 46272 35753 25943 19002
 38730 64831  1918 50082 14602  2494 39250 51378 62422 30387 61106 64499
 24656 13444  1782 65568 30289 17204 33550 50034 39212 42714 53406 41636
  9244 63058 21488 29392 17652 24576 23688 46198 21934 37535 67721 36836
 15914 15908 24074 38392]","[   0.     1356.7859 1382.357  1533.4155 1567.3398 1580.659  1581.5726
 1613.742  1621.7096 1625.9336 1640.542  1661.5481 1668.0042 1683.4937
 1697.8824 1701.199  1704.7361 1720.4319 1731.7852 1735.9562 1746.0896
 1753.2676 1757.5986 1759.9858 1762.9362 1763.1509 1763.8934 1771.8784
 1775.9778 1776.1534 1777.3567 1779.9011 1787.1488 1787.2476 1792.0486
 1807.4908 1807.7297 1809.6654 1813.1373 1813.8997 1819.7542 1820.4524
 1822.3745 1822.4996 1826.9896 1827.2375 1833.1191 1834.9469 1835.1106
 1836.973  1840.7634 1844.2703 1845.4647 1845.8705 1852.5574 1855.6447
 1859.145  1861.3275 1864.5099 1865.6484 1867.9583 1870.3855 1878.1107
 1882.0215 1882.5908 1884.5453 1885.164  1886.6136 1887.4722 1888.2969
 1890.7845 1891.5576 1891.6445 1896.0564 1896.5867 1897.8248 1898.718
 1901.1262 1901.2285 1905.2131 1906.0377 1906.5726 1912.0332 1912.8442
 1914.1737 1914.6046 1914.7316 1915.7745 1915.9465 1916.3812 1918.3866
 1921.1663 1923.2306 1924.1704 1924.2859 1924.6813 1928.2261 1929.7655
 1931.2623 1931.2836]"
"[  489  9820 56124 69296 63911 37739 49737 13872 56512 68163 66753 68351
 39775 49463 23557 53454 33389  9753 53917 31361 19732 45997 68212 68172
 23154  9823 59651  9965 62417 46947 14278 65756 66567 35525 27290 23773
 58160 33363 22196 62455 46391 52625 44614 66760 26230 37950 55400 58461
 31393 13135  9983 38749 11654 68359  7018 24615 12554 60896 66546 68983
 69037 41338 40633 40340 60490 68978 41743 53632 12553 55682 49281 68228
 25676 39279  9881 55065 65243 24858 17611 53897 30222 47197 12011 68342
 37883 61944 15169 12665 52847 22981 42369 12457 22987 23172 28973 47513
 44225 33403 12653 47736]","[   0.     1010.627  1220.2365 1286.4272 1339.1512 1344.5471 1357.9377
 1364.5358 1372.7534 1380.2406 1389.664  1402.149  1440.0455 1442.2576
 1459.7781 1480.0682 1490.8467 1499.4946 1504.2037 1511.5809 1523.9613
 1526.9535 1527.6188 1529.3966 1559.5304 1560.2397 1561.1649 1569.9141
 1578.7448 1581.7301 1585.627  1588.5862 1593.2733 1596.6597 1597.2179
 1597.965  1611.7249 1622.2925 1625.2473 1630.2113 1657.2462 1657.6155
 1658.5973 1663.8287 1667.6067 1673.1533 1674.6797 1675.4716 1676.3595
 1680.0414 1682.7994 1684.5996 1685.095  1687.23   1690.9409 1694.5176
 1695.5657 1695.6279 1695.9587 1696.4042 1700.1964 1706.7855 1709.0369
 1710.1985 1711.1757 1714.507  1720.7751 1722.389  1723.0255 1723.8527
 1724.348  1726.1973 1726.3878 1729.9246 1730.135  1730.4176 1730.5461
 1730.881  1731.1791 1733.7809 1736.3954 1737.2783 1741.3265 1742.5559
 1747.7468 1747.984  1751.3777 1754.5059 1755.1997 1757.1685 1762.1433
 1763.9371 1764.7467 1766.3824 1769.6104 1769.618  1774.0986 1775.4199
 1776.0552 1778.2742]"
"[  490 49627  1631 61588 40588 68903 18588 45088  4583 11083 38507 31451
  4579 44134 68328 37703 65508  2627 68864 24132  9065 13478 58021 56921
 51101 12780 11341  2883 49749 32414 40947 25601 41085  8710 10278 51381
  1583 67995 25619 62139 65616 15346 11169 50140 65625 40765 52432 32975
 60590 28111 32753 14115 38755 31201 30284 32933 62303 35891 35528 31183
 63493 52794 14488 64621 17752  9679 25721  6892 16329 68860 66907 62634
 32790 61150  5467 35869 38294 35723 52098 28157 41067  4022 63910 34736
 20243 17754 10696 46702 15540 54140 44671 47007 31811 14674 38377  9335
 60927 28263 33986 68811]","[   0.     1138.4397 1159.8142 1161.694  1167.7958 1182.1455 1193.9958
 1203.7524 1250.1604 1250.8641 1252.8228 1268.9779 1272.6476 1273.4937
 1274.2551 1279.5968 1292.0054 1292.3483 1297.6105 1302.5732 1306.8951
 1312.1764 1314.6376 1315.6995 1324.3146 1329.8876 1331.3429 1337.2206
 1343.112  1345.0862 1349.9849 1356.7251 1361.4015 1363.4669 1366.0015
 1367.1525 1368.588  1371.5364 1372.2814 1374.955  1376.9792 1381.5918
 1381.9305 1382.2073 1382.3455 1382.6141 1384.3937 1384.4031 1389.895
 1398.2378 1400.7501 1403.6139 1405.543  1408.4559 1408.8137 1410.1426
 1411.3533 1418.4548 1418.5161 1422.0278 1422.1649 1422.8335 1423.634
 1424.6659 1424.9446 1429.8927 1430.0577 1430.9518 1431.8446 1432.3495
 1433.4221 1434.3062 1434.6344 1435.82   1438.7599 1439.9847 1440.5311
 1442.5671 1443.9055 1444.466  1444.7982 1446.2451 1446.7563 1446.8905
 1449.2695 1450.3265 1451.175  1451.3163 1451.4747 1451.7672 1452.1163
 1452.4476 1454.1874 1454.7948 1455.6991 1456.4525 1457.9564 1459.4054
 1460.1168 1460.1191]"
"[  491 59954 68980 17605 30179  3545 44079 19091 19058  7349 12383 16789
 53563 52177  3019 22621 59965 15835 39757 41419 41195 20951  7747 41637
 13283 13947 54061 17685 16779 44151 17627 59984 19093 16869 68268 69049
 29999 69799 15805 66652  3509 17669 41209  5644  8351 22937   533 29173
 54059 67422 45076 38707 41641 59781 41437 23647  3393 23559 37337 14001
   535 22489 51671 68819 32245 41333 58148 63925 52143 69978 24970 41859
 44065 41409 30143 15813 34091 44359 14375 35159 23749 44047 35089 23703
 32447 59932 28909 69002  2419 44093  5305 68979  7821 51651 44339 68887
 30145 18987 37289 69241]","[   0.       616.2013   626.99524  649.67377  659.7067   672.80164
  687.5158   697.35645  730.61206  731.7103   736.6227   738.24115
  749.8367   753.6916   754.92584  758.95325  778.7246   782.68896
  786.229    800.3537   808.5932   811.38403  812.0776   815.46246
  827.91486  834.2272   834.2386   838.275    841.53906  849.08777
  854.2716   854.5864   866.101    866.4185   869.969    872.7881
  872.8683   874.0841   875.85785  877.35455  878.32684  879.6306
  882.18536  888.2511   889.1063   893.4439   893.8814   895.4641
  897.0457   902.235    902.47327  904.8586   907.6883   919.1186
  920.9137   923.92914  924.53503  926.1463   932.1277   938.7204
  939.40936  943.1241   943.4686   949.1043   949.2729   949.38873
  950.11945  960.73254  965.6625   965.84784  965.91974  966.9731
  973.52246  977.98566  981.6909   983.722    984.62634  988.7138
  988.73553  990.03284  991.78326  992.1623   993.07605  996.4678
  997.4287   997.8793   998.1157   998.8819   999.28674 1001.23975
 1001.8248  1001.978   1004.5019  1008.182   1010.5622  1013.5754
 1015.2571  1017.23694 1021.67755 1023.02246]"
"[  492 20643  9331 43349 59692 21709 48175 29337 11093 65839 47535  6371
 20691 36509 42625 36995  6411 32158 59625 53842 20327 37201 37179  1321
 23203 48183 27790 19010 30509 58266 18266 18853 29315  4685 19639 67954
 69802  8430 59149 17925 28090  5527  6070  6521 39603 51035 22247 18863
 13733 69836 44126 60745 16943 23213  8781 39637  7454 44036 34418 10541
 68729 43332 11135 68352 55140  2725  2166  4569 65490 48177 48720 63471
 61646 59166 39217 65036  4412 19167 33935  3605 59854 36851  3145 41939
 20755 66482 56971 58230 11069 25322 11439 40263 11079 13569 35600 11405
  5483 39185 24617  3889]","[   0.       709.56464  732.72437  751.018    787.1499   789.69806
  797.4754   801.23096  836.72516  837.132    848.33014  851.7218
  859.1699   861.9095   863.25433  867.8606   873.39453  874.7554
  878.641    880.7122   885.2011   887.80347  888.0169   889.7331
  889.8286   890.91974  891.44324  893.8389   906.00385  906.4436
  906.86163  907.65137  908.1927   908.20374  908.7645   910.93964
  920.66064  928.3313   928.5144   928.5747   932.421    933.41205
  935.131    938.21106  938.54834  939.7383   939.7973   942.60223
  944.2584   944.3188   947.62177  949.39246  950.2194   950.7823
  951.4006   955.8243   955.9827   956.5427   956.83386  961.24084
  961.83     963.6457   964.29144  964.52893  964.58594  964.6072
  964.93835  966.25616  966.7632   967.5619   968.46375  970.99176
  971.9568   973.8357   976.29913  976.6407   976.94116  977.8262
  983.2675   984.00916  985.22736  985.58563  986.6428   987.269
  987.3115   989.3144   989.67725  991.27997  992.18445  993.9482
  994.6487   995.887    997.30035  998.0471   998.0987   999.13715
 1000.068   1000.1725  1005.8419  1006.4616 ]"
"[  493   619 53088 37825 17431 52841 69971 41421 39421 23887 69578   515
  1427  5297 67245  2377  1407 35393 34664 59920 16791 58512  1549  1563
 44378  1539 49567  5677 41417 68820 51653 15055  2517 15057 35301 44247
 41595 38148 49363 20847 66554 41397 41579 24229 49411  2813 49115 27587
 46997 41429 15796 22635 41541 39873 53941 27551 41593   477 41105 15470
 57615 29189  3569 34745 37763  5289 51699 49662 10029 57363  5900 57289
  8413 54033 15715 69913 67237   497 14861 16813  3765 57427 46419 30091
  9396  6445 54877 41141 68315 59983 15039 51633 51735 44401 41399 35571
 44049  6038 69476   657]","[   0.     1269.9268 1392.8256 1449.1525 1486.3075 1531.7128 1532.2621
 1559.1488 1564.5172 1573.641  1588.0929 1598.5074 1599.5687 1606.8472
 1635.1569 1635.8185 1639.9664 1652.0154 1654.052  1656.3961 1660.9302
 1661.1863 1668.7054 1671.4052 1675.3633 1676.8163 1677.4445 1682.429
 1692.3578 1693.7686 1700.1165 1701.1626 1702.8688 1709.3683 1709.9009
 1718.4607 1719.7313 1722.0619 1723.3374 1727.4597 1729.3921 1731.5303
 1733.523  1735.1963 1739.0883 1740.3969 1743.0221 1744.28   1749.2084
 1751.2188 1753.8073 1754.0986 1754.2175 1758.0552 1759.9795 1760.611
 1764.9167 1767.4283 1768.8135 1769.6215 1774.1285 1778.2526 1778.3647
 1786.7216 1788.8849 1789.8712 1792.9281 1793.9529 1794.404  1798.5823
 1800.5916 1803.2451 1803.6893 1804.7698 1806.6289 1808.0833 1808.4364
 1809.467  1809.7596 1814.4233 1816.8363 1820.0277 1820.9695 1821.8301
 1823.6554 1823.8356 1824.2023 1824.8868 1824.9128 1826.3981 1826.5961
 1827.8827 1828.8767 1831.1194 1831.6544 1831.6908 1835.1223 1835.5963
 1838.4094 1839.8796]"
